2021-11-13_02-31-56-406188,432,432,200,-1,100,350,1.223e-05,-4.998048134509053,164.1269761767435,84.44394566019714,13.92011606581642,7.50392351140287,0.309395614681869,0.10945277925974363
2021-11-13_02-32-02-812846,432,432,200,-1,100,350,1.223e-05,-3.998503195328272,98.77973828076887,60.37214080873461,9.063429997388694,5.2518770680181674,0.17418099066845322,0.05725039070905843
2021-11-13_02-32-09-321878,432,432,200,-1,100,350,1.223e-05,-2.999076145357795,59.38205865081002,51.89910681860176,5.072375626129209,4.481819822044261,0.0704070088442575,0.04364529435569925
2021-11-13_02-32-15-742808,432,432,200,-1,100,350,1.223e-05,-1.9995371877386174,57.68398559232829,62.07484470856917,5.023624596353085,5.180842929937946,0.060153743453929376,0.04882644421259951
2021-11-13_02-33-14-636009,432,432,200,-1,100,350,1.223e-05,-4.9978023826286995,171.02676277381894,77.05312796935348,14.129963102817612,6.886036363223227,0.3299776642926258,0.10029696962060626
2021-11-13_02-33-21-039351,432,432,200,-1,100,350,1.223e-05,-3.9983166134967885,99.32187004354081,61.07784024644827,9.039352010940833,5.262268581827625,0.166682552299281,0.057668881772856076
2021-11-13_02-33-27-472999,432,432,200,-1,100,350,1.223e-05,-2.999038392387572,59.265646140720875,51.361251039211716,5.067492669959717,4.50286373053594,0.07152834916449423,0.044680068603680886
2021-11-13_02-37-56-702011,432,432,200,-1,100,350,1.223e-05,-3.26198157718858,66.11515558573406,50.15027567720781,5.459856399949964,4.661621408298186,0.07909126130297199,0.04534393446322615
2021-11-13_02-38-00-160656,432,432,200,-1,100,350,1.223e-05,-2.9394162418537557,57.12770022645776,51.90096174413715,4.872016280748815,4.570731151294396,0.0670303656443544,0.04375182604642704
2021-11-13_02-38-03-577768,432,432,200,-1,100,350,1.223e-05,-2.6160397029272433,55.404751736089196,49.685126886784815,4.6570933492335715,4.458152215154584,0.06298474062505635,0.04578570396781447
2021-11-13_02-38-07-027580,432,432,200,-1,100,350,1.223e-05,-2.2930012024210153,53.67928641964935,54.95701231017353,4.915762346291818,4.466469160044425,0.06456749282026926,0.044626596258918495
2021-11-13_02-52-14-984907,432,432,200,-1,100,350,1.223e-05,-4.99784225292824,164.40476772406183,76.81815131702643,13.54292981040221,7.122644090430318,0.3070623874888988,0.10212402621425946
2021-11-13_02-52-21-396807,432,432,200,-1,100,350,1.223e-05,-3.998158383487209,107.79761201775017,57.4794476268987,9.20983304791779,5.145752860050667,0.16911583222239884,0.0568861788518132
2021-11-13_02-52-27-859873,432,432,200,-1,100,350,1.223e-05,-2.998964499699877,59.030275185576556,51.21542494471243,5.087718760907352,4.506535493469821,0.07115339863488024,0.04213676486310234
2021-11-13_02-52-34-321247,432,432,200,-1,100,350,1.223e-05,-1.9992774340061943,57.430037273617714,61.41975900503058,4.944062076325588,4.976506895606882,0.05663679814764207,0.04737320270297992
2021-11-13_02-53-22-334051,432,432,200,-1,100,350,1.223e-05,-4.997572941971119,164.8259765805311,79.61446703508173,13.769843029792725,7.2467314675918875,0.30041701538038174,0.10252432734669231
2021-11-13_02-53-28-727453,432,432,200,-1,100,350,1.223e-05,-3.99823375827343,100.55223305203273,61.017670464806685,8.981650855729725,5.1827379850467565,0.1635384815530169,0.05497086914849943
2021-11-13_02-53-35-190549,432,432,200,-1,100,350,1.223e-05,-2.999017444269938,58.24442229957848,51.17820898098687,5.024354514977271,4.547143604445302,0.07329211740845502,0.04272563056653345
2021-11-13_02-53-41-660499,432,432,200,-1,100,350,1.223e-05,-1.9992000028592054,64.69601404101041,54.23873796984667,5.193347303397746,4.95079106297394,0.060456994693198846,0.046193482671326974
2021-11-13_02-55-30-806054,432,432,200,-1,100,350,1.223e-05,-4.998147790662939,162.94434932756013,78.17232073763033,14.169515597923027,6.686155273373482,0.3061878186902725,0.0882346227472589
2021-11-13_02-55-37-210374,432,432,200,-1,100,350,1.223e-05,-3.9981216260007537,104.75600071539799,59.1311748299153,8.820744873005353,5.226422447111987,0.16692320322103255,0.05287428320647435
2021-11-13_02-55-43-662002,432,432,200,-1,100,350,1.223e-05,-2.99874952204986,58.607433528349546,51.1519437449741,5.193321946042818,4.614343515318259,0.07032987357547016,0.044959768296165416
2021-11-13_02-55-50-108040,432,432,200,-1,100,350,1.223e-05,-1.9995161631035623,55.22966236089047,61.31060828301703,4.776463221904791,5.161040839841082,0.0536020213721408,0.048948361092904125
2021-11-13_02-56-20-848718,432,432,200,-1,100,350,1.223e-05,-3.2652356921730687,66.42024628364655,52.225510326308296,5.739499331752399,4.643170735302892,0.08228189860826636,0.047297227170683936
2021-11-13_02-56-24-263801,432,432,200,-1,100,350,1.223e-05,-2.8447436062964355,55.9567551573213,51.98095245462922,4.786907551964141,4.590532769495873,0.06939089221683815,0.046288521460890165
2021-11-13_02-56-27-714086,432,432,200,-1,100,350,1.223e-05,-2.424553447259909,54.500923084427946,51.23435724573597,4.638687850682061,4.719695171500641,0.05846960356619532,0.04767564898410053
2021-11-13_02-56-31-180836,432,432,200,-1,100,350,1.223e-05,-2.0034757998990367,57.07689872038792,57.62077503825862,4.835170703532215,5.076145556289632,0.054943655870448416,0.04699073050478832
2021-11-13_02-56-34-610052,432,432,200,-1,100,350,1.223e-05,-1.5827363094708777,67.52212303742625,69.20890155703628,5.624862044019806,5.8983818966566615,0.0587994259044116,0.038434487081074976
2021-11-13_02-56-38-588596,432,432,200,-1,100,350,1.223e-05,-4.902381903791206,153.73052041298786,78.56049088279823,13.28398256024737,6.419671730144015,0.29230538541923073,0.08611819461195995
2021-11-13_02-56-42-062067,432,432,200,-1,100,350,1.223e-05,-3.9359896178668956,100.40086258643494,57.46475766744615,8.597050479086917,5.024924836854096,0.15313947291266874,0.04808715838679567
2021-11-13_02-56-45-576576,432,432,200,-1,100,350,1.223e-05,-2.969288901599358,58.73215365120726,50.73286475936951,5.182138137306511,4.549321218183769,0.07368871079096116,0.045490948328391304
2021-11-13_02-56-49-015352,432,432,200,-1,100,350,1.223e-05,-2.002142092942095,57.85141982043259,59.72944314189657,4.949186473141204,4.963709798957214,0.05535350408763614,0.04589710879391918
2021-11-13_02-56-52-443746,432,432,200,-1,100,350,1.223e-05,-1.0349971244641725,84.28939117286517,85.98269816357063,6.894902627457247,7.212720622401233,0.07016220451807348,0.03969096442700595
2021-11-13_02-59-23-084212,432,432,200,-1,100,350,1.223e-05,-4.997967054267548,171.73252247767343,74.35278195662154,14.58994843508198,6.546912190465858,0.3213885736716133,0.08112415869862247
2021-11-13_02-59-29-486004,432,432,200,-1,100,350,1.223e-05,-3.9984195816289345,105.31213714715145,58.37809396626157,9.199566002772208,5.396717226393099,0.1660155845667369,0.06466060980416923
2021-11-13_02-59-35-986769,432,432,200,-1,100,350,1.223e-05,-2.9989673770264846,58.050343065503654,51.04008343211846,5.03720060932925,4.458821669724509,0.07168381198445055,0.0464928650905891
2021-11-13_02-59-42-397863,432,432,200,-1,100,350,1.223e-05,-1.9996655051671055,55.99231435096886,59.91096667407069,4.8617022568698065,5.1867987573390355,0.05377079001980278,0.04882448851521161
2021-11-13_02-59-45-789710,432,432,200,-1,100,350,1.223e-05,-3.2276252617286842,58.69186586902415,52.49705023866504,5.515899195010002,4.559570360946731,0.07503616126818916,0.04449246742899115
2021-11-13_02-59-49-211841,432,432,200,-1,100,350,1.223e-05,-3.059552139542985,60.46081464739612,51.21184143747871,5.117641276923323,4.4194845305860895,0.07458258257991676,0.04362576145708882
2021-11-13_02-59-52-628075,432,432,200,-1,100,350,1.223e-05,-2.8914953699007295,55.19560183068722,51.23165766787704,4.794663974354895,4.4890308518586215,0.06777321652560943,0.045072639420540565
2021-11-13_02-59-56-080006,432,432,200,-1,100,350,1.223e-05,-2.7234011756226586,54.49192638353215,51.33824027262919,4.630482722092763,4.438371667161779,0.06400856236459451,0.046985628926651875
2021-11-13_02-59-59-521440,432,432,200,-1,100,350,1.223e-05,-2.5560200922524365,53.43053968232843,51.12998552107054,4.643812280316542,4.57108146228776,0.06212963105616934,0.0471667434884437
2021-11-13_03-00-02-921544,432,432,200,-1,100,350,1.223e-05,-2.3880298301760354,53.1145644392104,54.42756494662164,4.501454275901581,4.739887843857465,0.05469110318871274,0.04513170519742625
2021-11-13_03-00-06-324983,432,432,200,-1,100,350,1.223e-05,-2.22059899567363,54.7525827497703,56.25803085052487,4.655010029589718,4.880497477535706,0.05417027745550279,0.04894338125082627
2021-11-13_03-00-09-731943,432,432,200,-1,100,350,1.223e-05,-2.0520288227210775,55.63969803815577,60.87517597858224,4.974379901869718,4.8095702545497305,0.058179150753884565,0.04590392505997568
2021-11-13_03-00-13-144418,432,432,200,-1,100,350,1.223e-05,-1.884960906586921,58.618476561902206,62.434482585305034,5.069055725436256,5.235259248117697,0.054975000532256985,0.044586647984712104
2021-11-13_03-00-16-556024,432,432,200,-1,100,350,1.223e-05,-1.7165370645091649,61.27016717500547,66.45335277581965,5.276233667044184,5.695837030430124,0.05717587620262848,0.042562955123396
2021-11-13_03-00-20-396284,432,432,200,-1,100,350,1.223e-05,-4.85624751926021,148.16592200155085,76.29054194416351,12.520139098510597,6.125187250760728,0.2505655517776718,0.07958463601213082
2021-11-13_03-00-23-837869,432,432,200,-1,100,350,1.223e-05,-4.440944337118807,129.71577569471023,66.85536551535566,11.365834934453133,5.649273608036781,0.22510543717131257,0.06780241296807833
2021-11-13_03-00-27-245998,432,432,200,-1,100,350,1.223e-05,-4.0257361891694785,104.59759939266893,60.77872109149064,8.89416046590657,5.3206254015407515,0.16314075057758487,0.05247523593678108
2021-11-13_03-00-30-671186,432,432,200,-1,100,350,1.223e-05,-3.610066741817497,83.13024244226355,55.42834525931324,6.969659614352054,4.930910696988698,0.10770552214619494,0.04683337474362063
2021-11-13_03-00-34-107088,432,432,200,-1,100,350,1.223e-05,-3.194290111203004,62.53324737268086,51.81154684663106,5.627369725615958,4.623795990568983,0.08205893065603044,0.04641898898360704
2021-11-13_03-00-37-522081,432,432,200,-1,100,350,1.223e-05,-2.7789682753580824,54.98951730186944,52.32811702427939,4.704574951477756,4.567087384498446,0.06386632217744466,0.048144884799715446
2021-11-13_03-00-40-944088,432,432,200,-1,100,350,1.223e-05,-2.3639666509318866,55.285235139190455,53.762717049777834,4.6051755213546715,4.6464877068216515,0.05535231552828523,0.04619770793332603
2021-11-13_03-00-44-474192,432,432,200,-1,100,350,1.223e-05,-1.9485884240836793,59.35746989397719,59.960646929846554,5.075834638483303,5.1824809894664625,0.05646571455724528,0.04595686796298469
2021-11-13_03-00-47-927826,432,432,200,-1,100,350,1.223e-05,-1.5333554787347126,67.49757202884487,71.74613291216582,5.841799454139321,6.323126859887401,0.06233362367699064,0.045307272573256736
2021-11-13_03-00-51-343146,432,432,200,-1,100,350,1.223e-05,-1.1173232231366415,77.8137193410453,88.522565895902,6.726457034871199,6.974391180992406,0.07067239607677699,0.03676491753397108
2021-11-13_03-06-02-691282,432,432,200,-1,100,350,1.223e-05,-4.998223796089186,258.69807134790227,88.20374161043823,20.135486890180058,7.20356535440482,0.7182046909266959,0.06673022995408225
2021-11-13_03-06-09-117053,432,432,200,-1,100,350,1.223e-05,-3.998386388687319,203.13073209892218,94.54990696795772,15.594515341067531,7.828313112918783,0.42648444980879024,0.12053628734402173
2021-11-13_03-06-15-580954,432,432,200,-1,100,350,1.223e-05,-2.998625917718673,120.5858606136196,92.97427460162996,10.028454523170225,8.883307225379093,0.18759983856164256,0.13021139458885583
2021-11-13_03-06-22-025536,432,432,200,-1,100,350,1.223e-05,-1.999575006746978,63.118464883964705,105.53083638306487,5.317377435897531,13.403407741539345,0.057230044348521816,0.1610660491122997
2021-11-13_03-06-25-421772,432,432,200,-1,100,350,1.223e-05,-2.4853573959242485,91.05965907429659,115.57820514841345,7.309214917501354,9.515486951882155,0.09245830002621301,0.12286682704423182
2021-11-13_03-06-28-822763,432,432,200,-1,100,350,1.223e-05,-2.2086193380653207,74.17341200370944,87.16573168500263,6.122087844927485,8.376651846190983,0.0669788394480659,0.1475469868173742
2021-11-13_03-06-32-222809,432,432,200,-1,100,350,1.223e-05,-1.9330383741665442,63.82336984487225,95.36528578106949,5.200527647750353,9.084611459248606,0.05143151467547022,0.14947418572466828
2021-11-13_03-06-35-616473,432,432,200,-1,100,350,1.223e-05,-1.6564772186523562,54.1239680352494,100.49314209239009,4.5824513418100485,9.108333592384122,0.04403628609415921,0.16177035344655694
2021-11-13_03-06-39-106638,432,432,200,-1,100,350,1.223e-05,-1.3804444612745452,54.755820879842105,99.8733405175334,4.582844562771005,8.937849012692793,0.04318114362300602,0.12625431883106225
2021-11-13_03-06-42-527946,432,432,200,-1,100,350,1.223e-05,-1.1041310854978768,57.38484017433907,112.14366620171717,4.908235196027468,9.06912905005435,0.043084007128963694,0.11722572510423426
2021-11-13_03-06-45-940759,432,432,200,-1,100,350,1.223e-05,-0.8283774804804177,68.61988786874514,105.21842019758851,5.667264258596532,8.856408827843268,0.05453174564723768,0.11378526372840929
2021-11-13_03-06-49-339341,432,432,200,-1,100,350,1.223e-05,-0.5524754170330854,80.05818917794684,105.62427711246801,7.408414910737823,9.99952519187117,0.08815313534293542,0.1315249859381373
2021-11-13_03-06-52-723688,432,432,200,-1,100,350,1.223e-05,-0.276380790494033,102.45975292640728,123.55574510402178,8.809403634878882,10.517550728341341,0.1166369927327483,0.1437822590191593
2021-11-13_03-06-56-130438,432,432,200,-1,100,350,1.223e-05,-0.0005929358815726136,124.18933886394092,133.47608040121523,10.032587368163977,10.288411470091823,0.18679632986534664,0.17671146593442624
2021-11-13_03-06-59-937308,432,432,200,-1,100,350,1.223e-05,-5.3842805065457595,112.216733808797,86.67645396861738,13.776704553552783,7.8431920408049445,0.2973557929869463,0.1347487233431691
2021-11-13_03-07-03-362981,432,432,200,-1,100,350,1.223e-05,-5.771882011416581,352.2964088548223,76.11563729750962,27.552134154071755,6.195392032125123,1.3790794113620557,0.05334415733985924
2021-11-13_03-07-06-726554,432,432,200,-1,100,350,1.223e-05,-5.412957416140871,325.28310958352785,77.5500911152561,23.79495925421829,6.575026476470389,0.9907331945803992,0.04338510409002998
2021-11-13_03-07-10-144013,432,432,200,-1,100,350,1.223e-05,-5.054193615847794,280.15491063153496,84.26329892912233,20.544355152298223,7.101366558626085,0.7428715920654929,0.05136886789683506
2021-11-13_03-07-13-548133,432,432,200,-1,100,350,1.223e-05,-4.696255371017411,226.80039763921658,87.1378224332956,19.81744437776655,7.34244038369197,0.6517566239279432,0.08448277749394249
2021-11-13_03-07-16-953950,432,432,200,-1,100,350,1.223e-05,-4.336943042026105,198.1932322221015,92.11895664500588,18.24474395713102,7.715227214113363,0.5464828786379017,0.11486444745163528
2021-11-13_03-07-20-344639,432,432,200,-1,100,350,1.223e-05,-3.9781688736884755,165.3571436516603,93.03815502359302,16.270734563582444,8.072956892772325,0.4536642361053999,0.13082655572980323
2021-11-13_03-07-23-749867,432,432,200,-1,100,350,1.223e-05,-3.619033980862326,162.26273349080415,101.80647269346484,13.616053338441374,8.647922127974608,0.327293392313848,0.13945224863255443
2021-11-13_03-07-27-278676,432,432,200,-1,100,350,1.223e-05,-3.2609460212593833,144.79591026989758,87.98883086283782,10.582755370188542,7.9444677111934014,0.22970248249539546,0.13988381813510123
2021-11-13_03-07-30-648166,432,432,200,-1,100,350,1.223e-05,-2.9020767363582016,114.5106698300348,102.66094151350792,9.751898659791683,8.384742404462054,0.16348862544198953,0.153020940034197
2021-11-13_03-10-29-752559,432,432,200,-1,100,350,1.223e-05,-4.998002880002299,168.64627139789476,72.24906223276041,14.286355814350205,6.297891251850422,0.3090022084306931,0.07427431421941595
2021-11-13_03-10-36-174331,432,432,200,-1,100,350,1.223e-05,-3.998307089150468,106.55651270591255,59.16206655085797,9.352855420234341,5.537266536948388,0.17702334414274332,0.05493459744739028
2021-11-13_03-10-42-576919,432,432,200,-1,100,350,1.223e-05,-2.9986256097099155,63.35579169475413,53.66553011776084,5.4633509354796805,4.680944539357209,0.07170907742026897,0.04437571892809246
2021-11-13_03-10-48-977073,432,432,200,-1,100,350,1.223e-05,-1.9996753040664164,55.72929123963708,59.10871912303166,4.89195570692834,5.1492901804137,0.05707891624607272,0.05162396000933543
2021-11-13_03-10-52-465279,432,432,200,-1,100,350,1.223e-05,-3.254535146833769,68.8062939738432,53.402863063367654,5.840341464258379,4.757792608989876,0.08241690500488552,0.04517681884887294
2021-11-13_03-10-55-878935,432,432,200,-1,100,350,1.223e-05,-2.8218025206637223,55.74959062627214,52.033836802531134,5.142796321836219,4.74704168609995,0.07651766484841631,0.04759298662819231
2021-11-13_03-10-59-276928,432,432,200,-1,100,350,1.223e-05,-2.3894514487768967,54.85603655343678,53.47918421716968,4.410541324808259,4.828869482928567,0.052301151049002764,0.049240849978420306
2021-11-13_03-11-02-697379,432,432,200,-1,100,350,1.223e-05,-1.9571599999697011,53.31993648372293,62.21608042422383,4.703399328697,5.218617055860001,0.05237819090179054,0.048815051177656915
2021-11-13_03-11-06-099280,432,432,200,-1,100,350,1.223e-05,-1.5255151381316272,61.607286392796865,74.39804219082173,5.4975155961197455,6.187803709005084,0.05651281199081366,0.04158164232600007
2021-11-13_03-11-09-884054,432,432,200,-1,100,350,1.223e-05,-2.4165828900171316,54.018266718367464,55.17303376222998,4.555579572938057,4.975787088923579,0.05474823015062461,0.05052312063790468
2021-11-13_03-11-13-290882,432,432,200,-1,100,350,1.223e-05,-3.1210690020886602,63.43774647728688,53.549172982363665,5.536765710050243,4.828743408031214,0.07869439936620254,0.04707460026994748
2021-11-13_03-11-16-681313,432,432,200,-1,100,350,1.223e-05,-3.8254906316956796,94.74425360181907,56.21221436031299,7.8295073977051715,5.203603301724988,0.13809263811058986,0.049305173814354744
2021-11-13_03-11-20-075027,432,432,200,-1,100,350,1.223e-05,-4.52993875715268,129.73590696838582,66.5295349562395,12.031775863734728,5.713778477375687,0.23545727086760557,0.06026590485013199
2021-11-13_03-11-23-463673,432,432,200,-1,100,350,1.223e-05,-5.234990708813665,184.77466032740256,83.2569566711863,16.389569202825875,6.669664128088908,0.38272735570884797,0.08778290594054643
2021-11-13_03-14-39-169274,432,432,200,-1,100,350,1.223e-05,-5.997426404991748,242.7601642292163,116.37117529284193,19.749194883370755,9.714320098992568,0.5917327807444784,0.13912562144569188
2021-11-13_03-14-45-791361,432,432,200,-1,100,350,1.223e-05,-3.9984375223316686,113.2307038865021,59.503592812326005,8.630078620759287,5.698640118340372,0.16575150547130488,0.0626504450221674
2021-11-13_03-14-52-230761,432,432,200,-1,100,350,1.223e-05,-2.998906930342951,63.67100115838818,52.658208602997455,5.408445787385035,4.837497246093708,0.08015334224143855,0.048631728537480545
2021-11-13_03-14-58-820029,432,432,200,-1,100,350,1.223e-05,-1.9994859677550514,55.80363161314273,59.15403007884832,4.760668306671219,5.172405997039147,0.052827349509622645,0.050430252823732966
2021-11-13_03-15-02-269327,432,432,200,-1,100,350,1.223e-05,-3.2925566911035586,70.09382120869869,55.19039891045787,6.09299240260368,4.853084702258529,0.09091677909974527,0.04827078056766837
2021-11-13_03-15-06-304310,432,432,200,-1,100,350,1.223e-05,-2.8336146043247266,58.72894833950431,53.843098928571074,5.018876772518613,4.776085884815238,0.06883643398162494,0.04706768159252365
2021-11-13_03-15-09-970600,432,432,200,-1,100,350,1.223e-05,-2.374753842589212,54.12569632350402,54.30489914093286,4.568552313561675,4.934666132649524,0.05473977275282196,0.05165322754077353
2021-11-13_03-15-13-405738,432,432,200,-1,100,350,1.223e-05,-1.9156263364338795,56.35651974257724,61.98505504655243,4.757982681775892,5.3956447108127525,0.05204200953980786,0.049089847089450925
2021-11-13_03-15-17-040990,432,432,200,-1,100,350,1.223e-05,-1.4560435299893666,66.14367529132807,73.77245590776064,5.554550939056221,6.07749110585209,0.05838893117143436,0.03838676303463683
2021-11-13_03-15-20-920864,432,432,200,-1,100,350,1.223e-05,-4.607699894156978,143.94167404898656,69.90100336554977,11.884030963846623,6.02326109314261,0.2454671799457824,0.07806988364152277
2021-11-13_03-15-24-837714,432,432,200,-1,100,350,1.223e-05,-3.6914875521312687,91.3261721283819,56.987956990678335,7.848254167824374,5.158234373160054,0.13429591012729583,0.04825021807218633
2021-11-13_03-15-28-587959,432,432,200,-1,100,350,1.223e-05,-2.7757965897387384,57.92255255048049,49.401458495534655,4.834060123456023,4.897437047591927,0.061048939434557775,0.0415934315988834
2021-11-13_03-15-32-005262,432,432,200,-1,100,350,1.223e-05,-1.8590214129232616,55.889328500332226,62.72832960100485,4.672766013908908,5.54255970725093,0.051489338736058356,0.05114182281928995
2021-11-13_03-15-35-823196,432,432,200,-1,100,350,1.223e-05,-0.9422941394757651,80.94225650773983,91.74953978327027,6.405451024619215,7.500098523294024,0.06425109945656265,0.0415918927131908
2021-11-13_03-16-57-444411,432,432,200,-1,100,350,1.223e-05,-5.997121029081985,360.90562562366347,77.29666516589656,26.987119523867293,6.641541293372102,1.337093836152135,0.07273870055831971
2021-11-13_03-17-04-099785,432,432,200,-1,100,350,1.223e-05,-3.9984923191849937,214.08961563903026,99.78598512733153,16.772554255183984,8.002147752861248,0.45504223524556714,0.1310747155142756
2021-11-13_03-17-10-994565,432,432,200,-1,100,350,1.223e-05,-2.999098446066044,121.55386676912987,93.41945747408123,9.869583683579204,7.741110539323164,0.18509622240998178,0.14645723089162704
2021-11-13_03-17-17-640486,432,432,200,-1,100,350,1.223e-05,-1.9994527356438994,65.01544707386336,93.1668362337445,5.359867882827406,8.509914276178197,0.05541027120051735,0.14323579051916516
2021-11-13_03-17-21-651725,432,432,200,-1,100,350,1.223e-05,-2.554935775733489,92.72387261744733,95.79359475059121,7.387370509123845,8.394118548948278,0.09788963587691178,0.15402457537948236
2021-11-13_03-17-25-041752,432,432,200,-1,100,350,1.223e-05,-2.35884900825423,77.44685946376777,93.55439821377887,6.337409984275531,8.599148903097385,0.08140965338875684,0.16227517198374586
2021-11-13_03-17-28-483718,432,432,200,-1,100,350,1.223e-05,-2.1635426397905935,70.78157769421978,108.15987255527499,5.771253330442926,9.76688051112204,0.0654744946654639,0.1693084005578023
2021-11-13_03-17-31-864719,432,432,200,-1,100,350,1.223e-05,-1.9669809279170605,62.21699925448614,95.4380129308875,5.24866443610104,8.296135224178881,0.055104756397293335,0.13769044406702624
2021-11-13_03-17-35-260855,432,432,200,-1,100,350,1.223e-05,-1.7706596766357845,55.263849011480644,95.97971557034889,4.69737618169107,9.101660395991875,0.04385330251861384,0.1455862230738539
2021-11-13_03-17-38-683342,432,432,200,-1,100,350,1.223e-05,-1.57518747254523,53.5399184810662,88.61512522704966,4.539534692309295,8.044269428762997,0.043491185209988736,0.13506357756843068
2021-11-13_03-17-42-052695,432,432,200,-1,100,350,1.223e-05,-1.3795014354224244,51.79728850152436,106.55631923666537,4.36408458880096,9.520635535687267,0.04288013171290113,0.12272659682267627
2021-11-13_03-17-45-431590,432,432,200,-1,100,350,1.223e-05,-1.1825856966985606,54.58023981285456,100.3877675432536,4.833567776398144,9.634397191878728,0.04218395375658184,0.13442880742568256
2021-11-13_03-17-48-921978,432,432,200,-1,100,350,1.223e-05,-0.9869686634771346,62.725828697955095,112.78577194567221,5.657824610648513,9.724924125807883,0.062347642318779754,0.158781230543612
2021-11-13_03-17-52-354234,432,432,200,-1,100,350,1.223e-05,-0.7912355997167361,62.97599477204836,93.13641388068541,5.491015642954782,8.284901763355357,0.04857198318980802,0.09419664944754381
